med dm gdmv gdma gv ga xsec unc
2250 1 1 0 0.25 0 0.0057401189 8.4840773e-06
2250 1 0 0.001 0 0.25 1.42787047219e-08 1.93679127316e-11
2250 1 0 0.005 0 0.25 3.5695560856e-07 4.844151857e-10
2250 1 0 0.01 0 0.25 1.42767229551e-06 1.9403760785e-09
2250 1 0 0.03 0 0.25 1.28346347405e-05 1.7722586967e-08
2250 1 0 0.05 0 0.25 3.557196491e-05 5.06476293217e-08
2250 1 0 0.07 0 0.25 6.94878075001e-05 1.03333765504e-07
2250 1 0 0.12 0 0.25 0.000201542385611 3.47474441918e-07
2250 1 0 0.14 0 0.25 0.000272376657236 5.02556972375e-07
2250 1 0 0.16 0 0.25 0.000352872743328 6.97774944125e-07
2250 1 0 0.18 0 0.25 0.000442541589774 9.37458316271e-07
2250 1 0 0.1 0 0.25 0.000140811326491 2.27681881973e-07
2250 1 0 0.225 0 0.25 0.000675041655892 1.65530169534e-06
2250 1 0 0.25 0 0.25 0.000820706494778 2.16514458732e-06
2250 1 0 0.275 0 0.25 0.000976663319652 2.7519479989e-06
2250 1 0 0.2 0 0.25 0.000540854076182 1.22506513316e-06
2250 1 0 0.3 0 0.25 0.00114171255884 3.40900297101e-06
2250 1 0 0.4 0 0.25 0.00186943189006 6.48066891163e-06
2250 1 0 0.5 0 0.25 0.00265483175121 9.40108139002e-06
2250 1 0 0.6 0 0.25 0.00344533240796 1.11061580843e-05
2250 1 0 0.7 0 0.25 0.00420740489656 1.11807686166e-05
2250 1 0 0.9 0 0.25 0.0055858922992 8.70724599169e-06
2250 1 0 1.0 0 0.01 1.69143986736e-05 2.34410746308e-08
2250 1 0 1.0 0 0.03 0.000150789619736 2.24612819688e-07
2250 1 0 1.0 0 0.05 0.0004111004982 6.86646299537e-07
2250 1 0 1.0 0 0.07 0.000784052439013 1.47573443992e-06
2250 1 0 1.0 0 0.1 0.0015140529821 3.24967675456e-06
2250 1 0 1.0 0 0.12 0.0020843752027 4.64139321222e-06
2250 1 0 1.0 0 0.14 0.00269808432555 5.95608855606e-06
2250 1 0 1.0 0 0.16 0.00333724150484 6.98810399972e-06
2250 1 0 1.0 0 0.18 0.00398677868324 7.6206429371e-06
2250 1 0 1.0 0 0.2 0.00463471803754 7.87961719961e-06
2250 1 0 1.0 0 0.225 0.00542887465372 7.97862103026e-06
2250 1 0 1.0 0 0.25 0.00619444818579 8.48406253973e-06
2250 1 0 1.0 0 0.275 0.00692413815134 1.03394256258e-05
2250 1 0 1.0 0 0.3 0.00761414342403 1.46202154667e-05
