med dm gdmv gdma gv ga xsec unc
1500 1 1 0 0.25 0 0.045755994 8.0900333e-05
1500 1 0 0.001 0 0.25 1.10880090254e-07 1.90477501804e-10
1500 1 0 0.005 0 0.25 2.77191583926e-06 4.76367263435e-09
1500 1 0 0.01 0 0.25 1.1086575555e-05 1.90763514169e-08
1500 1 0 0.03 0 0.25 9.96750796593e-05 1.73755261397e-07
1500 1 0 0.05 0 0.25 0.000276298727871 4.93965846325e-07
1500 1 0 0.07 0 0.25 0.000539859583086 1.00057735509e-06
1500 1 0 0.12 0 0.25 0.00156721872886 3.28915795225e-06
1500 1 0 0.14 0 0.25 0.00211904783197 4.71211726381e-06
1500 1 0 0.16 0 0.25 0.00274677734294 6.48275565626e-06
1500 1 0 0.18 0 0.25 0.0034468184176 8.63479528475e-06
1500 1 0 0.1 0 0.25 0.00109451475168 2.1757860271e-06
1500 1 0 0.225 0 0.25 0.00526567550568 1.49925785565e-05
1500 1 0 0.25 0 0.25 0.00640788710699 1.94597122598e-05
1500 1 0 0.275 0 0.25 0.00763299215728 2.45707315494e-05
1500 1 0 0.2 0 0.25 0.00421527016192 1.11947107012e-05
1500 1 0 0.3 0 0.25 0.00893188330492 3.02671087909e-05
1500 1 0 0.4 0 0.25 0.014684440914 5.67260109001e-05
1500 1 0 0.5 0 0.25 0.0209263563159 8.1929477959e-05
1500 1 0 0.6 0 0.25 0.0272162904002 9.71607880464e-05
1500 1 0 0.7 0 0.25 0.0332485228864 9.91019112211e-05
1500 1 0 0.9 0 0.25 0.043908821262 8.17083050497e-05
1500 1 0 1.0 0 0.01 0.000132810252358 2.27203050082e-07
1500 1 0 1.0 0 0.03 0.00118440174198 2.14818750563e-06
1500 1 0 1.0 0 0.05 0.00323114779604 6.43902609913e-06
1500 1 0 1.0 0 0.07 0.00616764013724 1.35811456341e-05
1500 1 0 1.0 0 0.1 0.0119257690422 2.93395889242e-05
1500 1 0 1.0 0 0.12 0.0164292436597 4.16653228571e-05
1500 1 0 1.0 0 0.14 0.0212738924132 5.34536453269e-05
1500 1 0 1.0 0 0.16 0.0263101802217 6.30374935046e-05
1500 1 0 1.0 0 0.18 0.0314089023904 6.94649403797e-05
1500 1 0 1.0 0 0.2 0.0364643446897 7.29196698638e-05
1500 1 0 1.0 0 0.225 0.0426001166373 7.53928099849e-05
1500 1 0 1.0 0 0.25 0.0484295769626 8.09001422961e-05
1500 1 0 1.0 0 0.275 0.0538854543445 9.66768328101e-05
1500 1 0 1.0 0 0.3 0.0589355614492 0.000130827776748
1500 1 0 1.0 0 0.4 0.0751747960427 0.000599647289121
1500 1 0 1.0 0 0.5 0.0863152389308 0.00182920492369
1500 1 0 1.0 0 0.75 0.102083786588 0.00854041543448
1500 1 0 1.0 0 1 0.108651260907 0.0185323788965
1500 1 0 1.1 0 0.25 0.0524233171563 9.87338489602e-05
1500 1 0 1.3 0 0.25 0.0590088456754 0.000222059916313
1500 1 0 1.6 0 0.25 0.0661794242673 0.000695644577044
1500 1 0 2.0 0 0.25 0.0725438060877 0.00192067476101
1500 1 0.0005 0.0005 0.125 0.125 5.53878792275e-08 9.41890338797e-11
1500 1 0.001 0 0.25 0 1.10880432131e-07 1.90478098541e-10
1500 1 0.0025 0.0025 0.125 0.125 1.38465486536e-06 2.35786872737e-09
1500 1 0.005 0 0.25 0 2.77192438597e-06 4.76368755964e-09
1500 1 0.005 0.005 0.125 0.125 5.53809659399e-06 9.4707501302e-09
1500 1 0.015 0.015 0.125 0.125 4.97926762018e-05 8.8992505072e-08
1500 1 0.01 0 0.25 0 1.10866097388e-05 1.90764112041e-08
1500 1 0.025 0.025 0.125 0.125 0.000138034796275 2.67845754535e-07
1500 1 0.035 0.035 0.125 0.125 0.000269734709941 5.84606727947e-07
1500 1 0.03 0 0.25 0 9.96753870244e-05 1.73755807682e-07
1500 1 0.05 0 0.25 0 0.000276299580063 4.93967408491e-07
1500 1 0.05 0.05 0.125 0.125 0.000546983268277 1.44321827725e-06
1500 1 0.06 0.06 0.125 0.125 0.000783363226915 2.37613663481e-06
1500 1 0.07 0 0.25 0 0.000539861248701 1.00058054431e-06
1500 1 0.07 0.07 0.125 0.125 0.00105942034175 3.69332488154e-06
1500 1 0.08 0.08 0.125 0.125 0.00137358798769 5.48211267387e-06
