med dm gdmv gdma gv ga xsec unc
1000 1 1 0 0.25 0 0.39521681 0.00051786839
1000 1 0 0.01 0 0.01 -0.000348308834453 2.29323680418e-06
1000 1 0 0.01 0 0.05 8.10597669545e-05 1.86814769522e-07
1000 1 0 0.01 0 0.1 9.50063134324e-05 1.41288840042e-07
1000 1 0 0.01 0 0.2 8.82474639439e-05 1.26332522249e-07
1000 1 0 0.01 0 0.25 8.56977004854e-05 1.24286682967e-07
1000 1 0 0.01 0 0.3 8.42907973254e-05 1.23230210491e-07
1000 1 0 0.01 0 0.5 8.38268245797e-05 1.21955263474e-07
1000 1 0 0.01 0 0.75 8.46627575545e-05 1.21832133773e-07
1000 1 0 0.01 0 1 8.4134030796e-05 1.19950807211e-07
1000 1 0 0.05 0 0.01 -0.000382435296234 2.82283857346e-05
1000 1 0 0.05 0 0.05 0.00192007017844 1.74752311049e-05
1000 1 0 0.05 0 0.1 0.0023269574454 6.48332523806e-06
1000 1 0 0.05 0 0.2 0.002194158465 3.5690174263e-06
1000 1 0 0.05 0 0.25 0.00213505964317 3.26519605611e-06
1000 1 0 0.05 0 0.3 0.00210233207368 3.12650043089e-06
1000 1 0 0.05 0 0.5 0.00209397665957 3.10576599746e-06
1000 1 0 0.05 0 0.75 0.00211580585165 3.46759903619e-06
1000 1 0 0.05 0 1 0.00210290148966 3.90316005188e-06
1000 1 0 0.1 0 0.01 0.000489768629414 1.18739757994e-05
1000 1 0 0.1 0 0.05 0.00655446974481 0.000125342482159
1000 1 0 0.1 0 0.1 0.00875059090123 5.38232894383e-05
1000 1 0 0.1 0 0.2 0.00862951563462 1.90033878444e-05
1000 1 0 0.1 0 0.25 0.00844924655834 1.49130009938e-05
1000 1 0 0.1 0 0.3 0.00834820591422 1.30412635801e-05
1000 1 0 0.1 0 0.5 0.00835480643621 1.31389085149e-05
1000 1 0 0.1 0 0.75 0.0084537066077 1.91399290078e-05
1000 1 0 0.1 0 1 0.00840598732909 2.69082702193e-05
1000 1 0 0.25 0 0.01 0.0010794926417 3.21957812718e-06
1000 1 0 0.25 0 0.05 0.0189834177147 0.00032345863657
1000 1 0 0.25 0 0.1 0.0382893015578 0.000566543016488
1000 1 0 0.25 0 0.2 0.0482536390282 0.000244297424112
1000 1 0 0.25 0 0.25 0.0491424243864 0.000147601572743
1000 1 0 0.25 0 0.3 0.0496524042499 9.67667096455e-05
1000 1 0 0.25 0 0.5 0.0513128684242 0.00011466685605
1000 1 0 0.25 0 0.75 0.0524228957142 0.000349384098922
1000 1 0 0.25 0 1 0.0522928465745 0.000659919207372
1000 1 0 0.2 0 0.01 0.00101104090602 4.26811973275e-06
1000 1 0 0.2 0 0.05 0.0159473183426 0.000325492715545
1000 1 0 0.2 0 0.1 0.0281614432906 0.000367827973985
1000 1 0 0.2 0 0.2 0.0323446288293 0.000131189967656
1000 1 0 0.2 0 0.25 0.032415400964 8.27508702871e-05
1000 1 0 0.2 0 0.3 0.032449933629 5.87474244064e-05
1000 1 0 0.2 0 0.5 0.0330858734221 6.42935238924e-05
1000 1 0 0.2 0 0.75 0.0336633632148 0.000160693892496
1000 1 0 0.2 0 1 0.0335343418358 0.000287804646929
1000 1 0 0.3 0 0.01 0.0011012209052 2.61946287536e-06
1000 1 0 0.3 0 0.05 0.0210300122092 0.000289526399391
1000 1 0 0.3 0 0.1 0.0474899773437 0.000725736645996
1000 1 0 0.3 0 0.2 0.0658393694503 0.000391933975591
1000 1 0 0.3 0 0.25 0.0682829305153 0.000233593315823
1000 1 0 0.3 0 0.3 0.0697348507295 0.000144473345574
1000 1 0 0.3 0 0.5 0.0732261943935 0.000190855823496
1000 1 0 0.3 0 0.75 0.0751812563229 0.000675621331399
1000 1 0 0.3 0 1 0.075118402865 0.00131875136223
1000 1 0 0.5 0 0.01 0.00107680550348 1.77139583079e-06
1000 1 0 0.5 0 0.05 0.0240414907878 0.000148641175953
1000 1 0 0.5 0 0.1 0.0717456930645 0.000802217225709
1000 1 0 0.5 0 0.2 0.139954067747 0.000998219507752
1000 1 0 0.5 0 0.25 0.157566871246 0.000640187653439
1000 1 0 0.5 0 0.3 0.1694520969 0.000364864318614
1000 1 0 0.5 0 0.5 0.193300626239 0.000985732712246
1000 1 0 0.5 0 0.75 0.203997415922 0.00463371441872
1000 1 0 0.5 0 1 0.205743028986 0.00952642616705
1000 1 0 0.7 0 0.01 0.00102972474631 1.55985737084e-06
1000 1 0 0.7 0 0.05 0.0242515132589 8.08341624912e-05
1000 1 0 0.7 0 0.1 0.0820732687607 0.000512491415865
1000 1 0 0.7 0 0.2 0.202787547227 0.00103689447767
1000 1 0 0.7 0 0.25 0.24656795898 0.000736246990246
1000 1 0 0.7 0 0.3 0.279899563921 0.000461850648908
1000 1 0 0.7 0 0.5 0.35262183262 0.00346820186555
1000 1 0 0.7 0 0.75 0.38639322508 0.0169849146378
1000 1 0 0.7 0 1 0.394936593683 0.035343735002
1000 1 0 0.9 0 0.01 0.000998667979707 1.47958709481e-06
1000 1 0 0.9 0 0.05 0.0240881673468 5.08518634268e-05
1000 1 0 0.9 0 0.1 0.08681482013 0.000278655891096
1000 1 0 0.9 0 0.2 0.249188191694 0.000655482955702
1000 1 0 0.9 0 0.25 0.321866707631 0.000542064448926
1000 1 0 0.9 0 0.3 0.383032736704 0.000600766913485
1000 1 0 0.9 0 0.5 0.533676798716 0.0095059874745
1000 1 0 0.9 0 0.75 0.611292913579 0.0448389102935
1000 1 0 0.9 0 1 0.635282375151 0.0934762939241
1000 1 0 1.0 0 0.01 0.000989709170534 1.45953159664e-06
1000 1 0 1.0 0 0.05 0.0240417395232 4.31559889024e-05
1000 1 0 1.0 0 0.1 0.0883581238314 0.000206051677839
1000 1 0 1.0 0 0.2 0.267256963696 0.000490065263683
1000 1 0 1.0 0 0.25 0.353556629551 0.000517866572176
1000 1 0 1.0 0 0.3 0.429263293376 0.000897468790869
1000 1 0 1.0 0 0.5 0.627431575728 0.0146435186932
