med dm gdmv gdma gv ga xsec unc
375 700 1 0 0.25 0 0.0002465451 3.4172106e-07
375 700 0 0.01 0 0.01 4.70796699179e-11 6.90849359548e-14
375 700 0 0.01 0 0.05 1.17699174667e-09 1.727159236e-12
375 700 0 0.01 0 0.1 4.70796690985e-09 6.90908481819e-12
375 700 0 0.01 0 0.2 1.8831862723e-08 2.76434998122e-11
375 700 0 0.01 0 0.25 2.94247736938e-08 4.32013507728e-11
375 700 0 0.01 0 0.3 4.23716431918e-08 6.22246829961e-11
375 700 0 0.01 0 0.5 1.17697894497e-07 1.73083619944e-10
375 700 0 0.01 0 0.75 2.64808560756e-07 3.9047077041e-10
375 700 0 0.01 0 1 4.70714777993e-07 6.96700257408e-10
375 700 0 0.05 0 0.01 1.17699174795e-09 1.72715923788e-12
375 700 0 0.05 0 0.05 2.94247936667e-08 4.32013802838e-11
375 700 0 0.05 0 0.1 1.17699172746e-07 1.73085510593e-10
375 700 0 0.05 0 0.2 4.70796568075e-07 6.96821736551e-10
375 700 0 0.05 0 0.25 7.35619342344e-07 1.09403337809e-09
375 700 0 0.05 0 0.3 1.05929107979e-06 1.58464664993e-09
375 700 0 0.05 0 0.5 2.94244736242e-06 4.55108275871e-09
375 700 0 0.05 0 0.75 6.62021401891e-06 1.0895697605e-08
375 700 0 0.05 0 1 1.17678694498e-05 2.10010037134e-08
375 700 0 0.1 0 0.01 4.70796699179e-09 6.90908493921e-12
375 700 0 0.1 0 0.05 1.17699174667e-07 1.73085513434e-10
375 700 0 0.1 0 0.1 4.70796690985e-07 6.96821919104e-10
375 700 0 0.1 0 0.2 1.8831862723e-06 2.85896496178e-09
375 700 0 0.1 0 0.25 2.94247736938e-06 4.55112862207e-09
375 700 0 0.1 0 0.3 4.23716431918e-06 6.70145628752e-09
375 700 0 0.1 0 0.5 1.17697894497e-05 2.10042342862e-08
375 700 0 0.1 0 0.75 2.64808560756e-05 5.77568947298e-08
375 700 0 0.1 0 1 4.70714777993e-05 1.28797730831e-07
375 700 0 0.25 0 0.01 2.94247936987e-08 4.3201380331e-11
375 700 0 0.25 0 0.05 7.35619841668e-07 1.09403412203e-09
375 700 0 0.25 0 0.1 2.94247931866e-06 4.5511316014e-09
375 700 0 0.25 0 0.2 1.17699142019e-05 2.10044441925e-08
375 700 0 0.25 0 0.25 1.83904835586e-05 3.61005899369e-08
375 700 0 0.25 0 0.3 2.64822769949e-05 5.77596506388e-08
375 700 0 0.25 0 0.5 7.35611840604e-05 2.53772231536e-07
375 700 0 0.25 0 0.75 0.000165505350473 9.81097655609e-07
375 700 0 0.25 0 1 0.000294196736245 2.76471089172e-06
375 700 0 0.2 0 0.01 1.88318679671e-08 2.76435075597e-11
375 700 0 0.2 0 0.05 4.70796698667e-07 6.96821930514e-10
375 700 0 0.2 0 0.1 1.88318676394e-06 2.85896570412e-09
375 700 0 0.2 0 0.2 7.5327450892e-06 1.25827080963e-08
375 700 0 0.2 0 0.25 1.17699094775e-05 2.10044362433e-08
375 700 0 0.2 0 0.3 1.69486572767e-05 3.26117401551e-08
375 700 0 0.2 0 0.5 4.70791577986e-05 1.28815389167e-07
375 700 0 0.2 0 0.75 0.000105923424303 4.57813247874e-07
375 700 0 0.2 0 1 0.000188285911197 1.23189037897e-06
375 700 0 0.3 0 0.01 4.23717029261e-08 6.222477127e-11
375 700 0 0.3 0 0.05 1.059292572e-06 1.58464888158e-09
375 700 0 0.3 0 0.1 4.23717021887e-06 6.70146543814e-09
375 700 0 0.3 0 0.2 1.69486764507e-05 3.26117741511e-08
375 700 0 0.3 0 0.25 2.64822963244e-05 5.77596881289e-08
375 700 0 0.3 0 0.3 3.81344788726e-05 9.51485966177e-08
375 700 0 0.3 0 0.5 0.000105928105047 4.57828820706e-07
375 700 0 0.3 0 0.75 0.000238327704681 1.8805260663e-06
375 700 0 0.3 0 1 0.000423643300193 5.45937631134e-06
375 700 0 0.5 0 0.01 1.17699174795e-07 1.73085513623e-10
375 700 0 0.5 0 0.05 2.94247936667e-06 4.55113167478e-09
375 700 0 0.5 0 0.1 1.17699172746e-05 2.10044493626e-08
375 700 0 0.5 0 0.2 4.70796568075e-05 1.28816536504e-07
375 700 0 0.5 0 0.25 7.35619342344e-05 2.53774303304e-07
375 700 0 0.5 0 0.3 0.000105929107979 4.57832157439e-07
375 700 0 0.5 0 0.5 0.000294244736242 2.76502845824e-06
375 700 0 0.5 0 0.75 0.000662021401891 1.2783205816e-05
375 700 0 0.5 0 1 0.00117678694498 3.90549160529e-05
375 700 0 0.7 0 0.01 2.30690382598e-07 3.3995005138e-10
375 700 0 0.7 0 0.05 5.76725955867e-06 9.35924600688e-09
375 700 0 0.7 0 0.1 2.30690378583e-05 4.81931674654e-08
375 700 0 0.7 0 0.2 9.22761273427e-05 3.64871539967e-07
375 700 0 0.7 0 0.25 0.000144181391099 7.7178996647e-07
375 700 0 0.7 0 0.3 0.00020762105164 1.46633069907e-06
375 700 0 0.7 0 0.5 0.000576719683033 9.80970407628e-06
375 700 0 0.7 0 0.75 0.00129756194771 4.72800789569e-05
375 700 0 0.7 0 1 0.00230650241216 0.000146784182117
375 700 0 0.9 0 0.01 3.81345326335e-07 5.63506493616e-10
375 700 0 0.9 0 0.05 9.53363314801e-06 1.64390600486e-08
375 700 0 0.9 0 0.1 3.81345319698e-05 9.51487104058e-08
375 700 0 0.9 0 0.2 0.000152538088056 8.50874216463e-07
375 700 0 0.9 0 0.25 0.00023834066692 1.88059916611e-06
375 700 0 0.9 0 0.3 0.000343210309853 3.678012062e-06
375 700 0 0.9 0 0.5 0.000953352945422 2.58925070689e-05
375 700 0 0.9 0 0.75 0.00214494934213 0.000127142569709
375 700 0 0.9 0 1 0.00381278970174 0.000397450322245
375 700 0 1.0 0 0.01 4.70796699179e-07 6.96821931273e-10
375 700 0 1.0 0 0.05 1.17699174667e-05 2.10044496858e-08
375 700 0 1.0 0 0.1 4.70796690985e-05 1.28816564763e-07
375 700 0 1.0 0 0.2 0.00018831862723 1.23204630175e-06
375 700 0 1.0 0 0.25 0.000294247736938 2.76504831012e-06
375 700 0 1.0 0 0.3 0.000423716431918 5.46002550789e-06
375 700 0 1.0 0 0.5 0.00117697894497 3.90591463465e-05
375 700 0 1.0 0 0.75 0.00264808560756 0.00019287386636
