med dm gdmv gdma gv ga xsec unc
100 300 1 0 0.25 0 0.01450198 1.9111218e-05
100 300 0 0.01 0 0.01 1.03796815622e-07 9.48001660066e-11
100 300 0 0.01 0 0.05 2.59492039039e-06 2.61996309843e-09
100 300 0 0.01 0 0.1 1.03796815525e-05 1.36043392308e-08
100 300 0 0.01 0 0.2 4.15187256287e-05 1.04409142942e-07
100 300 0 0.01 0 0.25 6.48730073988e-05 2.21723398647e-07
100 300 0 0.01 0 0.3 9.34171269984e-05 4.22389700204e-07
100 300 0 0.01 0 0.5 0.000259491887713 2.83969267938e-06
100 300 0 0.01 0 0.75 0.000583855364008 1.37122021299e-05
100 300 0 0.01 0 1 0.00103795847051 4.26023222476e-05
100 300 0 0.05 0 0.01 2.59492039054e-06 2.61996309856e-09
100 300 0 0.05 0 0.05 6.48730097597e-05 2.21723420174e-07
100 300 0 0.05 0 0.1 0.000259492038812 2.83969795668e-06
100 300 0 0.05 0 0.2 0.00103796814072 4.26036582683e-05
100 300 0 0.05 0 0.25 0.00162182518497 0.000103183286975
100 300 0 0.05 0 0.3 0.00233542817496 0.000213026438219
100 300 0 0.05 0 0.5 0.00648729719282 0.00163323261973
100 300 0 0.05 0 0.75 0.0145963841002 0.00825158232258
100 300 0 0.05 0 1 0.0259489617628 0.0260601529906
100 300 0 0.1 0 0.01 1.03796815622e-05 1.36043392491e-08
100 300 0 0.1 0 0.05 0.000259492039039 2.83969796461e-06
100 300 0 0.1 0 0.1 0.00103796815525 4.26036602756e-05
100 300 0 0.1 0 0.2 0.00415187256287 0.000670332504257
100 300 0 0.1 0 0.25 0.00648730073988 0.00163323567302
100 300 0 0.1 0 0.3 0.00934171269984 0.00338293944929
100 300 0 0.1 0 0.5 0.0259491887713 0.0260609342632
100 300 0 0.1 0 0.75 0.0583855364008 0.131866045157
100 300 0 0.1 0 1 0.103795847051 0.416679298643
100 300 0 0.25 0 0.01 6.48730097635e-05 2.21723420208e-07
100 300 0 0.25 0 0.05 0.00162182524399 0.0001031832997
100 300 0 0.25 0 0.1 0.00648730097029 0.00163323587136
100 300 0 0.25 0 0.2 0.0259492035179 0.0260609850159
100 300 0 0.25 0 0.25 0.0405456296242 0.0636047084302
100 300 0 0.25 0 0.3 0.058385704374 0.131867345776
100 300 0 0.25 0 0.5 0.162182429821 1.01723100471
100 300 0 0.25 0 0.75 0.364909602505 5.14927535139
100 300 0 0.25 0 1 0.648724044069 16.2734381588
100 300 0 0.2 0 0.01 4.15187262486e-05 1.04409146675e-07
100 300 0 0.2 0 0.05 0.00103796815615 4.2603660401e-05
100 300 0 0.2 0 0.1 0.00415187262099 0.000670332536284
100 300 0 0.2 0 0.2 0.0166074902515 0.010680015956
100 300 0 0.2 0 0.25 0.0259492029595 0.0260609830939
100 300 0 0.2 0 0.3 0.0373668507994 0.0540250969399
100 300 0 0.2 0 0.5 0.103796755085 0.416691797602
100 300 0 0.2 0 0.75 0.233542145603 2.10921963449
100 300 0 0.2 0 1 0.415183388204 6.66573618146
100 300 0 0.3 0 0.01 9.34171340594e-05 4.22389791311e-07
100 300 0 0.3 0 0.05 0.00233542835135 0.000213026492937
100 300 0 0.3 0 0.1 0.00934171339722 0.00338294031357
100 300 0 0.3 0 0.2 0.0373668530658 0.054025108172
100 300 0 0.3 0 0.25 0.0583857066589 0.131867363468
100 300 0 0.3 0 0.3 0.0840754142986 0.2734064899
100 300 0 0.3 0 0.5 0.233542698942 2.10923677166
