med dm gdmv gdma gv ga xsec unc
1425 200 1 0 0.25 0 0.057075093 8.9262071e-05
1425 200 0 0.01 0 0.01 -1.44056750353e-07 4.00741623349e-08
1425 200 0 0.01 0 0.05 1.46596315775e-05 2.37238828496e-08
1425 200 0 0.01 0 0.1 1.32707479513e-05 2.03544648316e-08
1425 200 0 0.01 0 0.2 1.2249875048e-05 1.87016345606e-08
1425 200 0 0.01 0 0.25 1.19809883081e-05 1.85150518729e-08
1425 200 0 0.01 0 0.3 1.18170753048e-05 1.84344075154e-08
1425 200 0 0.01 0 0.5 1.1563593807e-05 1.80334678011e-08
1425 200 0 0.01 0 0.75 1.11296103623e-05 1.71185350926e-08
1425 200 0 0.01 0 1 1.03794135316e-05 1.5926284461e-08
1425 200 0 0.05 0 0.01 3.84702522372e-05 1.21596629238e-06
1425 200 0 0.05 0 0.05 0.000341109024713 1.39413755991e-06
1425 200 0 0.05 0 0.1 0.000325533940964 7.11519049736e-07
1425 200 0 0.05 0 0.2 0.000304811464891 4.95806790719e-07
1425 200 0 0.05 0 0.25 0.000298632586048 4.73579680802e-07
1425 200 0 0.05 0 0.3 0.000294822952616 4.63851746134e-07
1425 200 0 0.05 0 0.5 0.000288878369907 4.54303184749e-07
1425 200 0 0.05 0 0.75 0.000278144736251 4.5196673658e-07
1425 200 0 0.05 0 1 0.000259430904504 4.45582112995e-07
1425 200 0 0.1 0 0.01 0.000147089096316 8.17821715128e-07
1425 200 0 0.1 0 0.05 0.00111728030699 9.74807801392e-06
1425 200 0 0.1 0 0.1 0.00122981099697 4.82745499862e-06
1425 200 0 0.1 0 0.2 0.00120163770624 2.31138420553e-06
1425 200 0 0.1 0 0.25 0.00118351357126 2.02053709868e-06
1425 200 0 0.1 0 0.3 0.00117180594602 1.89055419829e-06
1425 200 0 0.1 0 0.5 0.00115287698909 1.86079186849e-06
1425 200 0 0.1 0 0.75 0.00111138610033 2.10770404395e-06
1425 200 0 0.1 0 1 0.00103704375919 2.37466265694e-06
1425 200 0 0.25 0 0.01 0.000185146731009 4.36834659012e-07
1425 200 0 0.25 0 0.05 0.00297502709341 3.15556848909e-05
1425 200 0 0.25 0 0.1 0.00552358079252 5.01445410169e-05
1425 200 0 0.25 0 0.2 0.00681928071281 2.36064283723e-05
1425 200 0 0.25 0 0.25 0.00694821946311 1.64731424282e-05
1425 200 0 0.25 0 0.3 0.00701223784598 1.28415294629e-05
1425 200 0 0.25 0 0.5 0.00709216888847 1.36007657815e-05
1425 200 0 0.25 0 0.75 0.0068943920302 2.62366808255e-05
1425 200 0 0.25 0 1 0.00645190375674 4.06297488813e-05
1425 200 0 0.2 0 0.01 0.000188972972805 5.25855368197e-07
1425 200 0 0.2 0 0.05 0.00254142313303 2.96699417089e-05
1425 200 0 0.2 0 0.1 0.00402160050277 3.16575711782e-05
1425 200 0 0.2 0 0.2 0.004543690803 1.32016004269e-05
1425 200 0 0.2 0 0.25 0.00456558422555 9.69333021595e-06
1425 200 0 0.2 0 0.3 0.00457116542593 8.0010712812e-06
1425 200 0 0.2 0 0.5 0.00456979601698 8.15527440119e-06
1425 200 0 0.2 0 0.75 0.00442655597714 1.32158067897e-05
1425 200 0 0.2 0 1 0.00413732400541 1.89470441768e-05
1425 200 0 0.3 0 0.01 0.000180942071228 3.78549855288e-07
1425 200 0 0.3 0 0.05 0.00326605507048 2.98596430666e-05
1425 200 0 0.3 0 0.1 0.0069250738444 6.65309457907e-05
1425 200 0 0.3 0 0.2 0.00936713639612 3.72500604861e-05
1425 200 0 0.3 0 0.25 0.00969716329001 2.53188918858e-05
1425 200 0 0.3 0 0.3 0.00987755548785 1.88519981182e-05
1425 200 0 0.3 0 0.5 0.0101292253984 2.11336114528e-05
1425 200 0 0.3 0 0.75 0.00988927792664 4.75795339766e-05
1425 200 0 0.3 0 1 0.00926852986656 7.78317430511e-05
1425 200 0 0.5 0 0.01 0.000170505426706 2.85979019075e-07
1425 200 0 0.5 0 0.05 0.00375319898564 1.79124852694e-05
1425 200 0 0.5 0 0.1 0.0108969539867 8.49027772231e-05
1425 200 0 0.5 0 0.2 0.0204986117144 0.000100631622916
1425 200 0 0.5 0 0.25 0.0228404381648 7.12604316228e-05
1425 200 0 0.5 0 0.3 0.0243509512253 4.9698887201e-05
1425 200 0 0.5 0 0.5 0.0268571040922 8.58182450898e-05
1425 200 0 0.5 0 0.75 0.0268605046044 0.000288425456774
1425 200 0 0.5 0 1 0.0253918157156 0.000523777151351
1425 200 0 0.7 0 0.01 0.000164796886338 2.61107654492e-07
1425 200 0 0.7 0 0.05 0.00385318274852 1.11845214466e-05
1425 200 0 0.7 0 0.1 0.0128073721606 6.27829047527e-05
1425 200 0 0.7 0 0.2 0.0304456148296 0.000123665013681
1425 200 0 0.7 0 0.25 0.0364538695421 9.88908843855e-05
1425 200 0 0.7 0 0.3 0.0408398263935 7.51054826817e-05
1425 200 0 0.7 0 0.5 0.0492665736126 0.000258393065575
1425 200 0 0.7 0 0.75 0.0509422897522 0.00101133582119
1425 200 0 0.7 0 1 0.0487565183041 0.00190173688645
1425 200 0 0.9 0 0.01 0.000160813432519 2.51942303484e-07
1425 200 0 0.9 0 0.05 0.0038600637797 8.04333182309e-06
1425 200 0 0.9 0 0.1 0.0137284936584 4.10285365775e-05
1425 200 0 0.9 0 0.2 0.0380375424374 0.000102296114118
1425 200 0 0.9 0 0.25 0.0483093869144 9.55173476386e-05
1425 200 0 0.9 0 0.3 0.0566162269338 9.49700838399e-05
1425 200 0 0.9 0 0.5 0.0749976942312 0.0006468815496
1425 200 0 0.9 0 0.75 0.080703326147 0.00261300430158
1425 200 0 0.9 0 1 0.0784549820666 0.00498571224292
1425 200 0 1.0 0 0.01 0.000159452684459 2.49722344802e-07
1425 200 0 1.0 0 0.05 0.00385747952522 7.19430198184e-06
1425 200 0 1.0 0 0.1 0.014014429308 3.35386303876e-05
1425 200 0 1.0 0 0.2 0.0410171100053 8.80297760683e-05
1425 200 0 1.0 0 0.25 0.0533600230946 9.27434074767e-05
1425 200 0 1.0 0 0.3 0.0637802193261 0.000114360917009
1425 200 0 1.0 0 0.5 0.0884151419896 0.000967504641017
1425 200 0 1.0 0 0.75 0.0972145572474 0.00388781739696
1425 200 0 1.0 0 1 0.0953424261179 0.00744957101454
1425 200 0 1.1 0 0.01 0.00015844254554 2.4826807938e-07
1425 200 0 1.1 0 0.05 0.00385535060068 6.64230116117e-06
1425 200 0 1.1 0 0.1 0.014234520898 2.83036007538e-05
1425 200 0 1.1 0 0.2 0.0435428171049 7.80501196429e-05
1425 200 0 1.1 0 0.25 0.0578317347111 9.73992986615e-05
1425 200 0 1.1 0 0.3 0.0703602461468 0.000149561674523
1425 200 0 1.1 0 0.5 0.10188390843 0.00140004427643
1425 200 0 1.1 0 0.75 0.114540394389 0.00556018875865
1425 200 0 1.1 0 1 0.113392300879 0.0106884680015
1425 200 0 1.3 0 0.01 0.000157140271653 2.46455522543e-07
1425 200 0 1.3 0 0.05 0.00385356696341 6.12709494478e-06
1425 200 0 1.3 0 0.1 0.014547061969 2.35358355203e-05
1425 200 0 1.3 0 0.2 0.0474932562657 8.30831338956e-05
1425 200 0 1.3 0 0.25 0.065200762535 0.00014951762884
1425 200 0 1.3 0 0.3 0.0817229483596 0.000295469081146
1425 200 0 1.3 0 0.5 0.128228886476 0.00268516674808
1425 200 0 1.3 0 0.75 0.150844811235 0.0103399220975
1425 200 0 1.3 0 1 0.152363418839 0.0199759970674
1425 200 0 1.6 0 0.01 0.000155989583714 2.4451167355e-07
1425 200 0 1.6 0 0.05 0.00385043675852 6.2239369176e-06
1425 200 0 1.6 0 0.1 0.0148159666074 2.68806263356e-05
1425 200 0 1.6 0 0.2 0.0514165029516 0.000170775329381
1425 200 0 1.6 0 0.25 0.0730456760271 0.000378644659347
1425 200 0 1.6 0 0.3 0.0946262888955 0.000776980027332
1425 200 0 1.6 0 0.5 0.164338897364 0.0059383875568
1425 200 0 1.6 0 0.75 0.206737629904 0.0219173189403
1425 200 0 1.6 0 1 0.215677711904 0.042634827433
1425 200 0 2.0 0 0.01 0.000154428273244 2.41900391639e-07
1425 200 0 2.0 0 0.05 0.00382890994321 7.21045479756e-06
1425 200 0 2.0 0 0.1 0.0149308649085 4.37688949475e-05
1425 200 0 2.0 0 0.2 0.0542440592818 0.000430692425269
1425 200 0 2.0 0 0.25 0.0792615875053 0.000986580124456
1425 200 0 2.0 0 0.3 0.105699725976 0.00197483129412
1425 200 0 2.0 0 0.5 0.203517894803 0.0132059006062
1425 200 0 2.0 0 0.75 0.27789211127 0.0472135459149
1425 200 0 2.0 0 1 0.30304229895 0.0929101961893
1425 200 0.005 0.005 0.005 0.005 -9.92578816138e-07 6.10131968156e-09
1425 200 0.005 0.005 0.025 0.025 5.57963616411e-06 1.23564229763e-08
1425 200 0.005 0.005 0.05 0.05 6.158551234e-06 1.1435558113e-08
1425 200 0.005 0.005 0.15 0.15 6.33984570988e-06 9.70499871364e-09
1425 200 0.005 0.005 0.1 0.1 6.34518176163e-06 9.96632721766e-09
1425 200 0.005 0.005 0.25 0.25 6.22749679387e-06 9.77860037595e-09
1425 200 0.005 0.005 0.375 0.375 6.12314068594e-06 9.7085061023e-09
1425 200 0.005 0.005 0.5 0.5 5.95501675315e-06 9.45066798055e-09
1425 200 0.005 0.005 1.0 1.0 4.63622299351e-06 7.598225472e-09
1425 200 0.01 0 0.01 0 2.22496864067e-07 4.73265110807e-08
