med dm gdmv gdma gv ga xsec unc
1955 1255 1 0 0.25 0 2.187902e-05 3.488251e-08
1955 1255 0 0.1 0 0.25 3.55012442232e-08 5.92834286379e-11
1955 1255 0 0.25 0 0.25 2.21882776395e-07 4.07192868297e-10
1955 1255 0 0.5 0 0.25 8.87531105579e-07 2.15264917762e-09
1955 1255 0 1.0 0 0.1 5.6815294086e-07 1.21698434066e-09
1955 1255 0 1.0 0 0.25 3.55012442232e-06 1.69926399814e-08
1955 1255 0 1.0 0 0.5 1.41495990883e-05 2.01943356832e-07
1955 1255 0 1.0 0 1 5.36147977238e-05 2.92359945795e-06
1955 1255 0 2.0 0 0.25 1.42004976893e-05 2.02083252261e-07
1955 1255 0.05 0.05 0.05 0.05 5.10012536286e-09 8.29744665597e-12
1955 1255 0.05 0.05 0.125 0.125 3.18728311194e-08 5.22207344229e-11
1955 1255 0.05 0.05 0.25 0.25 1.2730990289e-07 2.13825887292e-10
1955 1255 0.05 0.05 0.5 0.5 4.97998714551e-07 9.19797126137e-10
1955 1255 0.05 0.05 1.0 1.0 1.50989984164e-06 3.97070689817e-09
1955 1255 0.125 0.125 0.05 0.05 3.18757835179e-08 5.2225377512e-11
1955 1255 0.125 0.125 0.125 0.125 1.99205194497e-07 3.40688736001e-10
1955 1255 0.125 0.125 0.25 0.25 7.95686893063e-07 1.56514923519e-09
1955 1255 0.125 0.125 0.5 0.5 3.11249196594e-06 9.3574846779e-09
1955 1255 0.125 0.125 1.0 1.0 9.43687401027e-06 7.39071782177e-08
1955 1255 0.1 0 0.25 0 2.1783905124e-07 3.488251e-10
1955 1255 0.25 0 0.25 0 1.36149407025e-06 2.180156875e-09
1955 1255 0.25 0.25 0.05 0.05 1.27503134072e-07 2.14134880222e-10
1955 1255 0.25 0.25 0.125 0.125 7.96820777986e-07 1.5671713134e-09
1955 1255 0.25 0.25 0.25 0.25 3.18274757225e-06 9.52827464953e-09
1955 1255 0.25 0.25 0.5 0.5 1.24499678638e-05 8.89835478479e-08
1955 1255 0.25 0.25 1.0 1.0 3.77474960411e-05 9.9691814293e-07
1955 1255 0.5 0 0.25 0 5.445976281e-06 8.7206275e-09
1955 1255 0.5 0.5 0.05 0.05 5.10012536286e-07 9.40273443676e-10
1955 1255 0.5 0.5 0.125 0.125 3.18728311194e-06 9.53934716394e-09
1955 1255 0.5 0.5 0.25 0.25 1.2730990289e-05 9.03959419383e-08
1955 1255 0.5 0.5 0.5 0.5 4.97998714551e-05 1.18079193757e-06
1955 1255 0.5 0.5 1.0 1.0 0.000150989984164 1.52083034527e-05
1955 1255 1.0 0 0.1 0 3.48678638846e-06 5.58332849369e-09
1955 1255 1.0 0 0.5 0 8.66160421637e-05 1.38838459692e-07
1955 1255 1.0 0 1 0 0.000317120584803 8.90247792624e-07
1955 1255 1.0 1.0 0.05 0.05 2.04005014514e-06 5.1008365393e-09
1955 1255 1.0 1.0 0.125 0.125 1.27491324478e-05 9.04879792212e-08
1955 1255 1.0 1.0 0.25 0.25 5.0923961156e-05 1.1981092612e-06
1955 1255 1.0 1.0 0.5 0.5 0.00019919948582 1.79208916892e-05
1955 1255 1.0 1.0 1.0 1.0 0.000603959936657 0.000240363307906
1955 1255 2.0 0 0.25 0 8.7135620496e-05 1.3953004e-07
